,valence
2136,0.314
2137,0.17
2138,0.56
2139,0.6
2140,0.35
2141,0.89
2142,0.905
2143,0.832
2144,0.539
2145,0.732
2146,0.17
2147,0.591
2148,0.6
2149,0.314
2150,0.35
2151,0.539
2152,0.832
2153,0.905
2154,0.89
2155,0.732
2156,0.591
2157,0.96
2158,0.866
2159,0.314
2160,0.35
2161,0.905
2162,0.832
2163,0.539
2164,0.497
2165,0.732
2166,0.96
2167,0.866
2168,0.591
2169,0.64
2170,0.539
2171,0.832
2172,0.35
2173,0.96
2174,0.866
2175,0.591
2176,0.349
2177,0.905
2178,0.366
2179,0.253
2180,0.328
2181,0.905
2182,0.64
2183,0.571
2184,0.732
2185,0.584
2186,0.66
2187,0.497
2188,0.17
2189,0.753
2190,0.137
2191,0.905
2192,0.64
2193,0.328
2194,0.732
2195,0.753
2196,0.87
2197,0.66
2198,0.17
2199,0.6
2200,0.137
2201,0.204
2202,0.905
2203,0.64
2204,0.467
2205,0.732
2206,0.753
2207,0.235
2208,0.328
2209,0.66
2210,0.204
2211,0.137
2212,0.905
2213,0.212
2214,0.64
2215,0.467
2216,0.732
2217,0.399
2218,0.235
2219,0.435
2220,0.204
2221,0.137
2222,0.205
2223,0.467
2224,0.905
2225,0.64
2226,0.89
2227,0.399
2228,0.235
2229,0.732
2230,0.204
2231,0.644
2232,0.905
2233,0.137
2234,0.467
2235,0.64
2236,0.235
2237,0.399
2238,0.865
2239,0.732
2240,0.204
2241,0.644
2242,0.137
2243,0.691
2244,0.905
2245,0.89
2246,0.467
2247,0.235
2248,0.64
2249,0.865
2250,0.204
2251,0.476
2252,0.137
2253,0.644
2254,0.472
2255,0.753
2256,0.429
2257,0.64
2258,0.905
2259,0.235
2260,0.204
2261,0.476
2262,0.644
2263,0.472
2264,0.137
2265,0.905
2266,0.753
2267,0.64
2268,0.436
2269,0.235
2270,0.421
2271,0.472
2272,0.439
2273,0.644
2274,0.204
2275,0.223
2276,0.137
2277,0.235
2278,0.467
2279,0.436
2280,0.439
2281,0.644
2282,0.472
2283,0.137
2284,0.204
2285,0.235
2286,0.905
2287,0.792
2288,0.467
2289,0.876
2290,0.439
2291,0.464
2292,0.102
2293,0.644
2294,0.517
2295,0.235
2296,0.204
2297,0.753
2298,0.876
2299,0.472
2300,0.464
2301,0.905
2302,0.644
2303,0.472
2304,0.597
2305,0.235
2306,0.439
2307,0.314
2308,0.71
2309,0.558
2310,0.71
2311,0.464
2312,0.314
2313,0.644
2314,0.399
2315,0.517
2316,0.439
2317,0.235
2318,0.597
2319,0.171
2320,0.71
2321,0.905
2322,0.644
2323,0.314
2324,0.315
2325,0.171
2326,0.464
2327,0.692
2328,0.517
2329,0.436
2330,0.71
2331,0.555
2332,0.314
2333,0.644
2334,0.905
2335,0.517
2336,0.464
2337,0.876
2338,0.801
2339,0.865
2340,0.71
2341,0.593
2342,0.314
2343,0.905
2344,0.876
2345,0.517
2346,0.464
2347,0.801
2348,0.436
2349,0.171
2350,0.208
2351,0.314
2352,0.399
2353,0.71
2354,0.818
2355,0.876
2356,0.801
2357,0.593
2358,0.865
2359,0.235
2360,0.71
2361,0.314
2362,0.865
2363,0.463
2364,0.594
2365,0.801
2366,0.439
2367,0.808
2368,0.235
2369,0.0823
2370,0.513
2371,0.884
2372,0.0978
2373,0.749
2374,0.45
2375,0.556
2376,0.417
2377,0.562
2378,0.495
2379,0.553
2380,0.513
2381,0.884
2382,0.361
2383,0.749
2384,0.556
2385,0.0978
2386,0.45
2387,0.679
2388,0.495
2389,0.562
2390,0.513
2391,0.884
2392,0.361
2393,0.556
2394,0.243
2395,0.45
2396,0.679
2397,0.749
2398,0.0978
2399,0.553
2400,0.513
2401,0.556
2402,0.884
2403,0.243
2404,0.679
2405,0.361
2406,0.45
2407,0.749
2408,0.0978
2409,0.529
2410,0.513
2411,0.884
2412,0.556
2413,0.243
2414,0.679
2415,0.931
2416,0.361
2417,0.749
2418,0.0978
2419,0.529
2420,0.513
2421,0.931
2422,0.243
2423,0.556
2424,0.884
2425,0.679
2426,0.218
2427,0.35
2428,0.457
2429,0.361
2430,0.513
2431,0.931
2432,0.243
2433,0.556
2434,0.35
2435,0.884
2436,0.679
2437,0.457
2438,0.484
2439,0.361
2440,0.513
2441,0.35
2442,0.931
2443,0.243
2444,0.884
2445,0.832
2446,0.679
2447,0.556
2448,0.361
2449,0.457
2450,0.513
2451,0.884
2452,0.931
2453,0.679
2454,0.556
2455,0.457
2456,0.361
2457,0.243
2458,0.484
2459,0.334
2460,0.513
2461,0.679
2462,0.334
2463,0.931
2464,0.243
2465,0.556
2466,0.457
2467,0.884
2468,0.484
2469,0.494
2470,0.513
2471,0.334
2472,0.679
2473,0.931
2474,0.243
2475,0.494
2476,0.457
2477,0.884
2478,0.556
2479,0.0978
2480,0.334
2481,0.513
2482,0.551
2483,0.679
2484,0.243
2485,0.931
2486,0.556
2487,0.884
2488,0.7
2489,0.442
2490,0.334
2491,0.513
2492,0.243
2493,0.679
2494,0.442
2495,0.931
2496,0.494
2497,0.556
2498,0.884
2499,0.457
2500,0.334
2501,0.513
2502,0.243
2503,0.679
2504,0.931
2505,0.442
2506,0.494
2507,0.884
2508,0.457
2509,0.556
2510,0.334
2511,0.513
2512,0.679
2513,0.243
2514,0.442
2515,0.931
2516,0.183
2517,0.494
2518,0.884
2519,0.556
2520,0.334
2521,0.513
2522,0.0517
2523,0.679
2524,0.183
2525,0.442
2526,0.243
2527,0.361
2528,0.494
2529,0.931
2530,0.334
2531,0.513
2532,0.382
2533,0.679
2534,0.442
2535,0.183
2536,0.931
2537,0.243
2538,0.642
2539,0.361
2540,0.334
2541,0.513
2542,0.679
2543,0.183
2544,0.442
2545,0.382
2546,0.243
2547,0.642
2548,0.931
2549,0.752
2550,0.334
2551,0.905
2552,0.513
2553,0.679
2554,0.183
2555,0.442
2556,0.243
2557,0.281
2558,0.483
2559,0.382
2560,0.334
2561,0.905
2562,0.513
2563,0.183
2564,0.679
2565,0.642
2566,0.442
2567,0.243
2568,0.281
2569,0.457
2570,0.334
2571,0.513
2572,0.905
2573,0.679
2574,0.183
2575,0.642
2576,0.442
2577,0.243
2578,0.746
2579,0.863
2580,0.334
2581,0.513
2582,0.679
2583,0.183
2584,0.905
2585,0.244
2586,0.243
2587,0.863
2588,0.746
2589,0.442
2590,0.334
2591,0.513
2592,0.244
2593,0.863
2594,0.679
2595,0.183
2596,0.746
2597,0.905
2598,0.642
2599,0.281
2600,0.334
2601,0.837
2602,0.513
2603,0.244
2604,0.679
2605,0.863
2606,0.183
2607,0.827
2608,0.905
2609,0.281
2610,0.334
2611,0.837
2612,0.513
2613,0.244
2614,0.679
2615,0.183
2616,0.827
2617,0.863
2618,0.281
2619,0.746
2620,0.334
2621,0.28
2622,0.244
2623,0.837
2624,0.513
2625,0.679
2626,0.446
2627,0.183
2628,0.905
2629,0.863
2630,0.334
2631,0.837
2632,0.244
2633,0.513
2634,0.28
2635,0.183
2636,0.905
2637,0.679
2638,0.863
2639,0.746
2640,0.393
2641,0.334
2642,0.837
2643,0.513
2644,0.537
2645,0.905
2646,0.244
2647,0.183
2648,0.863
2649,0.679
2650,0.334
2651,0.393
2652,0.244
2653,0.837
2654,0.717
2655,0.905
2656,0.513
2657,0.497
2658,0.863
2659,0.183
2660,0.497
2661,0.646
2662,0.393
2663,0.334
2664,0.244
2665,0.837
2666,0.905
2667,0.513
2668,0.863
2669,0.717
2670,0.497
2671,0.646
2672,0.393
2673,0.244
2674,0.837
2675,0.334
2676,0.905
2677,0.717
2678,0.513
2679,0.863
2680,0.631
2681,0.497
2682,0.166
2683,0.646
2684,0.905
2685,0.717
2686,0.334
2687,0.244
2688,0.837
2689,0.393
2690,0.631
2691,0.497
2692,0.905
2693,0.717
2694,0.244
2695,0.493
2696,0.646
2697,0.837
2698,0.166
2699,0.334
2700,0.631
2701,0.497
2702,0.905
2703,0.646
2704,0.31
2705,0.334
2706,0.761
2707,0.166
2708,0.244
2709,0.289
2710,0.631
2711,0.905
2712,0.497
2713,0.166
2714,0.761
2715,0.31
2716,0.244
2717,0.646
2718,0.334
2719,0.837
2720,0.497
2721,0.761
2722,0.166
2723,0.631
2724,0.717
2725,0.905
2726,0.31
2727,0.334
2728,0.771
2729,0.646
2730,0.497
2731,0.557
2732,0.631
2733,0.31
2734,0.166
2735,0.905
2736,0.761
2737,0.771
2738,0.334
2739,0.717
2740,0.497
2741,0.488
2742,0.557
2743,0.31
2744,0.166
2745,0.761
2746,0.905
2747,0.631
2748,0.334
2749,0.289
2750,0.488
2751,0.761
2752,0.31
2753,0.497
2754,0.557
2755,0.905
2756,0.166
2757,0.631
2758,0.289
2759,0.646
2760,0.488
2761,0.761
2762,0.557
2763,0.31
2764,0.497
2765,0.166
2766,0.905
2767,0.289
2768,0.244
2769,0.631
2770,0.488
2771,0.761
2772,0.557
2773,0.31
2774,0.497
2775,0.905
2776,0.166
2777,0.646
2778,0.354
2779,0.244
2780,0.761
2781,0.488
2782,0.557
2783,0.31
2784,0.905
2785,0.827
2786,0.87
2787,0.357
2788,0.805
2789,0.166
2790,0.805
2791,0.827
2792,0.488
2793,0.557
2794,0.497
2795,0.761
2796,0.31
2797,0.357
2798,0.905
2799,0.905
2800,0.805
2801,0.827
2802,0.357
2803,0.488
2804,0.557
2805,0.31
2806,0.732
2807,0.761
2808,0.497
2809,0.384
2810,0.732
2811,0.805
2812,0.357
2813,0.0678
2814,0.488
2815,0.905
2816,0.827
2817,0.31
2818,0.557
2819,0.497
2820,0.805
2821,0.732
2822,0.905
2823,0.357
2824,0.488
2825,0.827
2826,0.31
2827,0.0678
2828,0.557
2829,0.497
2830,0.732
2831,0.805
2832,0.157
2833,0.905
2834,0.557
2835,0.405
2836,0.488
2837,0.357
2838,0.0678
2839,0.827
2840,0.805
2841,0.732
2842,0.905
2843,0.0678
2844,0.357
2845,0.243
2846,0.488
2847,0.157
2848,0.827
2849,0.0823
2850,0.805
2851,0.905
2852,0.732
2853,0.243
2854,0.357
2855,0.488
2856,0.0678
2857,0.0823
2858,0.827
2859,0.347
2860,0.805
2861,0.732
2862,0.905
2863,0.243
2864,0.357
2865,0.0678
2866,0.488
2867,0.0823
2868,0.462
2869,0.458
2870,0.805
2871,0.732
2872,0.905
2873,0.0823
2874,0.357
2875,0.243
2876,0.0678
2877,0.475
2878,0.462
2879,0.737
2880,0.732
2881,0.805
2882,0.606
2883,0.905
2884,0.0823
2885,0.682
2886,0.357
2887,0.243
2888,0.462
2889,0.331
2890,0.471
2891,0.732
2892,0.805
2893,0.905
2894,0.0823
2895,0.737
2896,0.682
2897,0.357
2898,0.606
2899,0.215
2900,0.471
2901,0.732
2902,0.805
2903,0.0823
2904,0.905
2905,0.682
2906,0.232
2907,0.0678
2908,0.215
2909,0.737
2910,0.471
2911,0.905
2912,0.291
2913,0.732
2914,0.0823
2915,0.331
2916,0.805
2917,0.682
2918,0.716
2919,0.737
2920,0.471
2921,0.732
2922,0.905
2923,0.805
2924,0.0823
2925,0.682
2926,0.331
2927,0.716
2928,0.387
2929,0.291
2930,0.471
2931,0.732
2932,0.805
2933,0.905
2934,0.35
2935,0.0823
2936,0.682
2937,0.331
2938,0.215
2939,0.291
2940,0.471
2941,0.35
2942,0.805
2943,0.732
2944,0.905
2945,0.331
2946,0.832
2947,0.0823
2948,0.682
2949,0.457
2950,0.471
2951,0.35
2952,0.832
2953,0.331
2954,0.732
2955,0.905
2956,0.0823
2957,0.66
2958,0.682
2959,0.716
2960,0.832
2961,0.35
2962,0.471
2963,0.331
2964,0.486
2965,0.732
2966,0.905
2967,0.805
2968,0.682
2969,0.66
2970,0.471
2971,0.732
2972,0.235
2973,0.331
2974,0.905
2975,0.0823
2976,0.486
2977,0.66
2978,0.682
2979,0.716
2980,0.137
2981,0.471
2982,0.235
2983,0.805
2984,0.732
2985,0.905
2986,0.331
2987,0.0823
2988,0.467
2989,0.66
2990,0.137
2991,0.471
2992,0.235
2993,0.467
2994,0.331
2995,0.0823
2996,0.66
2997,0.732
2998,0.905
2999,0.805
3000,0.137
3001,0.471
3002,0.235
3003,0.467
3004,0.0823
3005,0.66
3006,0.732
3007,0.331
3008,0.905
3009,0.805
3010,0.137
3011,0.471
3012,0.235
3013,0.467
3014,0.66
3015,0.0823
3016,0.644
3017,0.905
3018,0.331
3019,0.732
3020,0.137
3021,0.471
3022,0.235
3023,0.467
3024,0.644
3025,0.331
3026,0.905
3027,0.0823
3028,0.66
3029,0.435
3030,0.137
3031,0.644
3032,0.235
3033,0.471
3034,0.467
3035,0.0823
3036,0.331
3037,0.66
3038,0.732
3039,0.905
3040,0.137
3041,0.235
3042,0.644
3043,0.471
3044,0.467
3045,0.805
3046,0.435
3047,0.66
3048,0.0823
3049,0.905
3050,0.137
3051,0.235
3052,0.644
3053,0.471
3054,0.467
3055,0.706
3056,0.822
3057,0.435
3058,0.331
3059,0.0823
3060,0.616
3061,0.137
3062,0.644
3063,0.235
3064,0.467
3065,0.471
3066,0.0823
3067,0.801
3068,0.435
3069,0.224
3070,0.137
3071,0.616
3072,0.317
3073,0.644
3074,0.235
3075,0.467
3076,0.801
3077,0.471
3078,0.435
3079,0.905
3080,0.801
3081,0.514
3082,0.644
3083,0.235
3084,0.467
3085,0.464
3086,0.616
3087,0.563
3088,0.137
3089,0.427
3090,0.801
3091,0.644
3092,0.71
3093,0.616
3094,0.464
3095,0.235
3096,0.467
3097,0.427
3098,0.317
3099,0.137
3100,0.71
3101,0.644
3102,0.801
3103,0.464
3104,0.235
3105,0.185
3106,0.467
3107,0.427
3108,0.616
3109,0.439
3110,0.71
3111,0.644
3112,0.801
3113,0.323
3114,0.574
3115,0.185
3116,0.464
3117,0.235
3118,0.616
3119,0.576
3120,0.71
3121,0.644
3122,0.801
3123,0.323
3124,0.574
3125,0.464
3126,0.235
3127,0.427
3128,0.616
3129,0.185
3130,0.801
3131,0.71
3132,0.323
3133,0.574
3134,0.593
3135,0.427
3136,0.464
3137,0.235
3138,0.822
3139,0.314
3140,0.276
3141,0.801
3142,0.644
3143,0.574
3144,0.71
3145,0.208
3146,0.314
3147,0.427
3148,0.323
3149,0.344
3150,0.801
3151,0.276
3152,0.644
3153,0.71
3154,0.323
3155,0.847
3156,0.574
3157,0.314
3158,0.427
3159,0.822
3160,0.881
3161,0.658
3162,0.598
3163,0.604
3164,0.959
3165,0.691
3166,0.53
3167,0.682
3168,0.851
3169,0.421
3170,0.881
3171,0.658
3172,0.598
3173,0.691
3174,0.959
3175,0.604
3176,0.682
3177,0.851
3178,0.53
3179,0.421
3180,0.881
3181,0.658
3182,0.598
3183,0.959
3184,0.604
3185,0.691
3186,0.682
3187,0.714
3188,0.53
3189,0.851
3190,0.605
3191,0.881
3192,0.658
3193,0.598
3194,0.714
3195,0.604
3196,0.691
3197,0.959
3198,0.682
3199,0.851
3200,0.605
3201,0.658
3202,0.881
3203,0.714
3204,0.604
3205,0.598
3206,0.959
3207,0.691
3208,0.682
3209,0.421
3210,0.605
3211,0.881
3212,0.658
3213,0.698
3214,0.604
3215,0.714
3216,0.924
3217,0.691
3218,0.598
3219,0.959
3220,0.698
3221,0.924
3222,0.605
3223,0.658
3224,0.881
3225,0.604
3226,0.714
3227,0.691
3228,0.959
3229,0.598
3230,0.698
3231,0.658
3232,0.605
3233,0.714
3234,0.881
3235,0.924
3236,0.691
3237,0.604
3238,0.959
3239,0.598
3240,0.698
3241,0.658
3242,0.924
3243,0.714
3244,0.605
3245,0.881
3246,0.691
3247,0.604
3248,0.959
3249,0.598
3250,0.698
3251,0.513
3252,0.924
3253,0.605
3254,0.658
3255,0.714
3256,0.881
3257,0.959
3258,0.604
3259,0.691
3260,0.698
3261,0.513
3262,0.924
3263,0.658
3264,0.605
3265,0.714
3266,0.402
3267,0.881
3268,0.679
3269,0.604
3270,0.698
3271,0.513
3272,0.963
3273,0.924
3274,0.658
3275,0.605
3276,0.714
3277,0.402
3278,0.47
3279,0.881
3280,0.698
3281,0.513
3282,0.924
3283,0.963
3284,0.658
3285,0.714
3286,0.679
3287,0.605
3288,0.402
3289,0.826
3290,0.698
3291,0.963
3292,0.513
3293,0.924
3294,0.402
3295,0.679
3296,0.826
3297,0.714
3298,0.569
3299,0.494
3300,0.698
3301,0.513
3302,0.826
3303,0.924
3304,0.963
3305,0.402
3306,0.714
3307,0.565
3308,0.679
3309,0.569
3310,0.698
3311,0.513
3312,0.963
3313,0.924
3314,0.826
3315,0.714
3316,0.402
3317,0.679
3318,0.569
3319,0.541
3320,0.698
3321,0.963
3322,0.924
3323,0.826
3324,0.714
3325,0.402
3326,0.513
3327,0.679
3328,0.605
3329,0.541
3330,0.698
3331,0.513
3332,0.402
3333,0.714
3334,0.826
3335,0.963
3336,0.924
3337,0.679
3338,0.569
3339,0.536
3340,0.698
3341,0.402
3342,0.513
3343,0.826
3344,0.714
3345,0.963
3346,0.924
3347,0.679
3348,0.569
3349,0.536
3350,0.698
3351,0.679
3352,0.402
3353,0.826
3354,0.513
3355,0.714
3356,0.924
3357,0.569
3358,0.963
3359,0.536
3360,0.698
3361,0.826
3362,0.679
3363,0.402
3364,0.663
3365,0.513
3366,0.714
3367,0.569
3368,0.924
3369,0.469
3370,0.826
3371,0.679
3372,0.663
3373,0.698
3374,0.402
3375,0.714
3376,0.513
3377,0.354
3378,0.569
3379,0.536
3380,0.826
3381,0.698
3382,0.663
3383,0.679
3384,0.402
3385,0.513
3386,0.714
3387,0.569
3388,0.469
3389,0.536
3390,0.826
3391,0.679
3392,0.663
3393,0.698
3394,0.402
3395,0.513
3396,0.714
3397,0.536
3398,0.556
3399,0.354
3400,0.679
3401,0.826
3402,0.698
3403,0.402
3404,0.663
3405,0.705
3406,0.513
3407,0.714
3408,0.548
3409,0.469
3410,0.826
3411,0.679
3412,0.698
3413,0.663
3414,0.705
3415,0.402
3416,0.714
3417,0.354
3418,0.569
3419,0.513
3420,0.679
3421,0.826
3422,0.698
3423,0.402
3424,0.705
3425,0.663
3426,0.714
3427,0.536
3428,0.513
3429,0.354
3430,0.679
3431,0.826
3432,0.698
3433,0.402
3434,0.663
3435,0.705
3436,0.513
3437,0.714
3438,0.569
3439,0.536
3440,0.679
3441,0.826
3442,0.698
3443,0.402
3444,0.348
3445,0.663
3446,0.705
3447,0.513
3448,0.569
3449,0.714
3450,0.646
3451,0.826
3452,0.698
3453,0.679
3454,0.402
3455,0.663
3456,0.348
3457,0.714
3458,0.536
3459,0.446
3460,0.698
3461,0.646
3462,0.679
3463,0.826
3464,0.402
3465,0.663
3466,0.968
3467,0.536
3468,0.348
3469,0.569
3470,0.698
3471,0.679
3472,0.826
3473,0.663
3474,0.968
3475,0.402
3476,0.646
3477,0.463
3478,0.536
3479,0.569
3480,0.765
3481,0.679
3482,0.968
3483,0.698
3484,0.402
3485,0.826
3486,0.663
3487,0.714
3488,0.536
3489,0.463
3490,0.968
3491,0.679
3492,0.698
3493,0.765
3494,0.463
3495,0.826
3496,0.536
3497,0.402
3498,0.569
3499,0.714
3500,0.635
3501,0.968
3502,0.698
3503,0.344
3504,0.463
3505,0.765
3506,0.679
3507,0.826
3508,0.402
3509,0.569
3510,0.635
3511,0.968
3512,0.698
3513,0.463
3514,0.826
3515,0.679
3516,0.569
3517,0.536
3518,0.402
3519,0.344
3520,0.635
3521,0.654
3522,0.557
3523,0.698
3524,0.968
3525,0.463
3526,0.402
3527,0.679
3528,0.826
3529,0.714
3530,0.635
3531,0.557
3532,0.654
3533,0.963
3534,0.463
3535,0.968
3536,0.698
3537,0.402
3538,0.826
3539,0.679
3540,0.635
3541,0.557
3542,0.963
3543,0.968
3544,0.654
3545,0.551
3546,0.463
3547,0.698
3548,0.826
3549,0.679
3550,0.963
3551,0.635
3552,0.557
3553,0.654
3554,0.968
3555,0.463
3556,0.698
3557,0.679
3558,0.823
3559,0.402
3560,0.963
3561,0.635
3562,0.654
3563,0.557
3564,0.968
3565,0.698
3566,0.463
3567,0.826
3568,0.823
3569,0.402
3570,0.963
3571,0.557
3572,0.635
3573,0.698
3574,0.968
3575,0.826
3576,0.654
3577,0.463
3578,0.536
3579,0.353
3580,0.557
3581,0.963
3582,0.753
3583,0.635
3584,0.698
3585,0.737
3586,0.463
3587,0.826
3588,0.654
3589,0.798
3590,0.557
3591,0.963
3592,0.357
3593,0.635
3594,0.39
3595,0.698
3596,0.798
3597,0.463
3598,0.753
3599,0.826
3600,0.557
3601,0.963
3602,0.357
3603,0.635
3604,0.798
3605,0.463
3606,0.939
3607,0.698
3608,0.536
3609,0.963
3610,0.557
3611,0.132
3612,0.963
3613,0.357
3614,0.322
3615,0.798
3616,0.635
3617,0.939
3618,0.963
3619,0.812
3620,0.807
3621,0.963
3622,0.798
3623,0.557
3624,0.635
3625,0.939
3626,0.357
3627,0.132
3628,0.967
3629,0.463
3630,0.807
3631,0.963
3632,0.798
3633,0.557
3634,0.635
3635,0.939
3636,0.354
3637,0.357
3638,0.698
3639,0.697
3640,0.807
3641,0.798
3642,0.557
3643,0.939
3644,0.354
3645,0.697
3646,0.357
3647,0.679
3648,0.463
3649,0.963
3650,0.41
3651,0.807
3652,0.939
3653,0.798
3654,0.557
3655,0.354
3656,0.463
3657,0.967
3658,0.697
3659,0.357
3660,0.41
3661,0.807
3662,0.939
3663,0.798
3664,0.557
3665,0.967
3666,0.354
3667,0.831
3668,0.357
3669,0.697
3670,0.939
3671,0.41
3672,0.682
3673,0.798
3674,0.557
3675,0.807
3676,0.967
3677,0.354
3678,0.831
3679,0.802
3680,0.939
3681,0.869
3682,0.798
3683,0.41
3684,0.557
3685,0.831
3686,0.682
3687,0.354
3688,0.807
3689,0.967
3690,0.939
3691,0.869
3692,0.802
3693,0.831
3694,0.682
3695,0.798
3696,0.557
3697,0.807
3698,0.354
3699,0.463
3700,0.939
3701,0.47
3702,0.802
3703,0.869
3704,0.831
3705,0.682
3706,0.798
3707,0.557
3708,0.463
3709,0.354
3710,0.939
3711,0.47
3712,0.682
3713,0.802
3714,0.831
3715,0.798
3716,0.557
3717,0.869
3718,0.354
3719,0.907
3720,0.939
3721,0.47
3722,0.802
3723,0.722
3724,0.682
3725,0.907
3726,0.831
3727,0.798
3728,0.557
3729,0.869
3730,0.939
3731,0.802
3732,0.831
3733,0.47
3734,0.682
3735,0.798
3736,0.557
3737,0.907
3738,0.897
3739,0.962
3740,0.939
3741,0.907
3742,0.802
3743,0.831
3744,0.47
3745,0.897
3746,0.962
3747,0.798
3748,0.557
3749,0.529
3750,0.939
3751,0.766
3752,0.831
3753,0.907
3754,0.802
3755,0.897
3756,0.557
3757,0.962
3758,0.516
3759,0.798
3760,0.939
3761,0.766
3762,0.557
3763,0.831
3764,0.897
3765,0.907
3766,0.962
3767,0.917
3768,0.516
3769,0.798
3770,0.766
3771,0.939
3772,0.917
3773,0.831
3774,0.907
3775,0.897
3776,0.962
3777,0.557
3778,0.137
3779,0.516
3780,0.939
3781,0.862
3782,0.766
3783,0.907
3784,0.137
3785,0.199
3786,0.831
3787,0.557
3788,0.897
3789,0.962
3790,0.862
3791,0.939
3792,0.199
3793,0.907
3794,0.962
3795,0.137
3796,0.766
3797,0.69
3798,0.897
3799,0.907
3800,0.907
3801,0.69
3802,0.862
3803,0.939
3804,0.907
3805,0.199
3806,0.137
3807,0.766
3808,0.962
3809,0.831
3810,0.907
3811,0.69
3812,0.939
3813,0.334
3814,0.862
3815,0.907
3816,0.199
3817,0.962
3818,0.831
3819,0.766
3820,0.907
3821,0.939
3822,0.69
3823,0.862
3824,0.831
3825,0.968
3826,0.799
3827,0.962
3828,0.199
3829,0.766
3830,0.69
3831,0.799
3832,0.907
3833,0.939
3834,0.862
3835,0.968
3836,0.907
3837,0.516
3838,0.831
3839,0.962
3840,0.799
3841,0.69
3842,0.939
3843,0.907
3844,0.968
3845,0.862
3846,0.723
3847,0.962
3848,0.907
3849,0.516
3850,0.799
3851,0.69
3852,0.862
3853,0.968
3854,0.939
3855,0.962
3856,0.907
3857,0.723
3858,0.334
3859,0.907
3860,0.798
3861,0.799
3862,0.69
3863,0.862
3864,0.962
3865,0.968
3866,0.557
3867,0.907
3868,0.723
3869,0.516
3870,0.798
3871,0.69
3872,0.799
3873,0.862
3874,0.968
3875,0.962
3876,0.939
3877,0.516
3878,0.557
3879,0.59
3880,0.798
3881,0.69
3882,0.799
3883,0.557
3884,0.922
3885,0.862
3886,0.962
3887,0.516
3888,0.968
3889,0.907
3890,0.798
3891,0.69
3892,0.799
3893,0.922
3894,0.862
3895,0.557
3896,0.516
3897,0.907
3898,0.71
3899,0.802
3900,0.798
3901,0.69
3902,0.799
3903,0.922
3904,0.59
3905,0.557
3906,0.962
3907,0.516
3908,0.968
3909,0.862
3910,0.798
3911,0.69
3912,0.836
3913,0.59
3914,0.799
3915,0.922
3916,0.557
3917,0.962
3918,0.862
3919,0.432
3920,0.798
3921,0.836
3922,0.69
3923,0.799
3924,0.153
3925,0.922
3926,0.557
3927,0.962
3928,0.862
3929,0.432
3930,0.798
3931,0.836
3932,0.557
3933,0.69
3934,0.732
3935,0.799
3936,0.922
3937,0.432
3938,0.862
3939,0.962
3940,0.798
3941,0.836
3942,0.69
3943,0.799
3944,0.0405
3945,0.786
3946,0.732
3947,0.922
3948,0.862
3949,0.557
3950,0.749
3951,0.553
3952,0.0605
3953,0.0978
3954,0.513
3955,0.556
3956,0.62
3957,0.446
3958,0.457
3959,0.43
3960,0.553
3961,0.513
3962,0.457
3963,0.749
3964,0.556
3965,0.0978
3966,0.446
3967,0.0605
3968,0.43
3969,0.562
3970,0.513
3971,0.553
3972,0.243
3973,0.556
3974,0.749
3975,0.0978
3976,0.446
3977,0.457
3978,0.43
3979,0.0605
3980,0.513
3981,0.457
3982,0.553
3983,0.556
3984,0.0978
3985,0.749
3986,0.243
3987,0.446
3988,0.654
3989,0.874
3990,0.556
3991,0.654
3992,0.513
3993,0.553
3994,0.334
3995,0.457
3996,0.749
3997,0.0978
3998,0.446
3999,0.243
4000,0.513
4001,0.556
4002,0.553
4003,0.457
4004,0.218
4005,0.654
4006,0.749
4007,0.425
4008,0.446
4009,0.35
4010,0.513
4011,0.556
4012,0.457
4013,0.553
4014,0.296
4015,0.35
4016,0.749
4017,0.654
4018,0.0978
4019,0.569
4020,0.35
4021,0.556
4022,0.513
4023,0.457
4024,0.553
4025,0.642
4026,0.832
4027,0.749
4028,0.654
4029,0.0978
4030,0.513
4031,0.556
4032,0.553
4033,0.457
4034,0.749
4035,0.642
4036,0.679
4037,0.0978
4038,0.446
4039,0.334
4040,0.494
4041,0.556
4042,0.513
4043,0.642
4044,0.553
4045,0.457
4046,0.679
4047,0.0978
4048,0.749
4049,0.334
4050,0.508
4051,0.513
4052,0.556
4053,0.494
4054,0.553
4055,0.679
4056,0.457
4057,0.0978
4058,0.334
4059,0.241
4060,0.513
4061,0.642
4062,0.556
4063,0.553
4064,0.494
4065,0.457
4066,0.679
4067,0.334
4068,0.508
4069,0.0978
4070,0.513
4071,0.642
4072,0.556
4073,0.553
4074,0.508
4075,0.679
4076,0.494
4077,0.457
4078,0.334
4079,0.243
4080,0.513
4081,0.642
4082,0.556
4083,0.679
4084,0.553
4085,0.508
4086,0.457
4087,0.494
4088,0.334
4089,0.0978
4090,0.513
4091,0.642
4092,0.556
4093,0.874
4094,0.508
4095,0.679
4096,0.553
4097,0.457
4098,0.334
4099,0.494
4100,0.513
4101,0.642
4102,0.556
4103,0.874
4104,0.679
4105,0.553
4106,0.0517
4107,0.457
4108,0.508
4109,0.334
4110,0.513
4111,0.642
4112,0.334
4113,0.679
4114,0.874
4115,0.553
4116,0.457
4117,0.508
4118,0.556
4119,0.143
4120,0.642
4121,0.513
4122,0.334
4123,0.679
4124,0.874
4125,0.553
4126,0.784
